User,Person,Current Age,Age Range,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Income Range,Total Debt,FICO Score,EAD,PD12,PDLT,LGD
1577,Ariyah Bell,37,40,66,1982,7,Female,6976 Ocean View Avenue,,Bothell,WA,98021,47.79,-122.2,33226,67747,50K - 80K,76650,804,9074.531535395978,0.098542224,0.1482845213270142,0.6074834244833068
1578,Frankie Powell,36,40,68,1983,7,Male,895 Lexington Lane,,Woodway,TX,76712,31.49,-97.23,26061,53138,50K - 80K,153374,606,8840.937801435583,0.103336926,0.1503178852739726,0.6085121416234888
1579,Rowan Rodriguez,63,70,65,1956,12,Female,4461 Hill Street,,Merritt Island,FL,32952,28.32,-80.68,26339,53702,50K - 80K,85160,606,8840.937801435583,0.103336926,0.1503178852739726,0.6085121416234888
1580,Kinslee Anderson,20,20,61,2000,2,Female,72 Lexington Avenue,,Woodbridge,NJ,7095,40.55,-74.28,30587,62365,50K - 80K,137710,606,8840.937801435583,0.103336926,0.1503178852739726,0.6085121416234888
1581,Gloria Smith,53,60,67,1966,10,Female,709 River Lane,,Huntingdon Valley,PA,19006,40.13,-75.06,34043,69412,50K - 80K,177225,620,9105.785595133946,0.1074407908937605,0.1580686323777403,0.6069853792517007
1582,Ryann Schmidt,28,30,70,1991,12,Female,816 Little Creek Lane,,Astoria,OR,97103,46.12,-123.67,17260,35194,20K - 50K,56006,620,9105.785595133946,0.1074407908937605,0.1580686323777403,0.6069853792517007
1583,Allie Gray,50,50,68,1969,11,Female,373 Sussex Drive,,Florien,LA,71429,31.44,-93.45,18709,38142,20K - 50K,0,768,8286.668939,0.1114247611710323,0.1547889784283513,0.6068645993788819
1584,Dexter Murphy,35,40,65,1984,5,Male,5094 Lafayette Boulevard,,Celina,OH,45822,40.55,-84.57,18077,36857,20K - 50K,3112,768,8286.668939,0.1114247611710323,0.1547889784283513,0.6068645993788819
1585,Lilyana Fernandez,32,40,64,1987,10,Female,1782 South Boulevard,,Beacon Falls,CT,6403,41.44,-73.04,28814,58749,50K - 80K,113308,768,8286.668939,0.1114247611710323,0.1547889784283513,0.6068645993788819
1586,Lauryn Fox,44,50,68,1976,2,Female,1450 Rose Drive,39,Morristown,MN,55052,44.22,-93.44,19630,40026,20K - 50K,70877,768,8286.668939,0.1114247611710323,0.1547889784283513,0.6068645993788819
1587,Mallory Morgan,69,70,70,1950,4,Female,128 Main Street,,Middleton,WI,53562,43.1,-89.5,33808,68930,50K - 80K,72619,768,8286.668939,0.1114247611710323,0.1547889784283513,0.6068645993788819
1588,Angelo Gutierrez,34,40,71,1985,9,Male,79948 Sixth Avenue,,Purcell,OK,73080,35.01,-97.37,18137,36983,20K - 50K,58895,768,8286.668939,0.1114247611710323,0.1547889784283513,0.6068645993788819
1589,Violet Johnson,58,60,75,1961,11,Female,3856 Valley Boulevard,,Joplin,MO,64801,37.08,-94.5,16574,33793,20K - 50K,108196,768,8286.668939,0.1114247611710323,0.1547889784283513,0.6068645993788819
1590,Kimber Sanders,51,60,64,1968,3,Female,5334 11th Avenue,,Odenville,AL,35120,33.68,-86.39,20542,41886,20K - 50K,107734,768,8286.668939,0.1114247611710323,0.1547889784283513,0.6068645993788819
1591,Lee Turner,38,40,72,1981,9,Male,9541 Ocean View Drive,,Lewistown,PA,17044,40.59,-77.57,16375,33387,20K - 50K,69066,526,8406.210706804972,0.089832787,0.135378153,0.6022674911660777
1592,Mavis Johnson,52,60,71,1967,11,Female,68 Sixth Avenue,,Chandler,TX,75758,32.3,-95.47,17886,36472,20K - 50K,80469,526,8406.210706804972,0.089832787,0.135378153,0.6022674911660777
1593,Willow Cook,26,30,60,1993,12,Female,15 Valley Stream Drive,,Tecate,CA,91980,32.59,-116.58,9352,19069,0K - 20K,23153,658,8604.339429192962,0.112393488,0.1611443989547038,0.6108750193321616
1594,Lance Xi,30,30,65,1989,4,Male,7350 Fourth Lane,2,Rome,NY,13440,43.21,-75.47,18712,38153,20K - 50K,92466,658,8604.339429192962,0.112393488,0.1611443989547038,0.6108750193321616
1595,Andy Bell,76,80,67,1943,8,Male,772 Lexington Street,2,Delphos,OH,45833,40.84,-84.33,18287,37829,20K - 50K,20185,658,8604.339429192962,0.112393488,0.1611443989547038,0.6108750193321616
1596,Lily Anwar,23,30,70,1996,7,Female,473 El Camino Street,8,Torrance,CA,90504,33.86,-118.33,25900,52815,50K - 80K,77064,658,8604.339429192962,0.112393488,0.1611443989547038,0.6108750193321616
1597,Paulina Jones,40,40,70,1979,7,Female,903 Norfolk Boulevard,,Mobile,AL,36610,30.68,-88.04,9284,18935,0K - 20K,43928,658,8604.339429192962,0.112393488,0.1611443989547038,0.6108750193321616
1598,Leighton Jenkins,59,60,66,1960,12,Female,584 Bayview Street,,Phoenix,AZ,85032,33.62,-112,22070,44992,20K - 50K,53368,785,8511.827461360863,0.1128774258970358,0.160152047,0.6092653474842767
1599,Kamryn Adams,76,80,68,1944,2,Male,359 Valley Street,,Indianapolis,IN,46221,39.77,-86.14,17909,21547,20K - 50K,16040,785,8511.827461360863,0.1128774258970358,0.160152047,0.6092653474842767
1600,Khaleesi Green,33,40,66,1986,11,Female,776 Bayview Avenue,95,Commack,NY,11725,40.84,-73.28,34188,69706,50K - 80K,97070,785,8511.827461360863,0.1128774258970358,0.160152047,0.6092653474842767
1601,Anderson Jackson,47,50,65,1972,10,Male,6232 Second Avenue,2,Perris,CA,92571,33.83,-117.2,16109,32847,20K - 50K,3230,785,8511.827461360863,0.1128774258970358,0.160152047,0.6092653474842767
1602,Marlon Howard,28,30,65,1991,5,Male,104 First Boulevard,,Apex,NC,27502,35.72,-78.84,32485,66237,50K - 80K,146680,785,8511.827461360863,0.1128774258970358,0.160152047,0.6092653474842767
1603,Joseph Sanchez,68,70,68,1951,4,Male,344 Washington Drive,895,Gretna,LA,70056,29.91,-90.05,20042,39832,20K - 50K,5377,785,8511.827461360863,0.1128774258970358,0.160152047,0.6092653474842767
1604,Cecelia Burns,31,40,74,1988,10,Female,7808 Lincoln Drive,,Ames,IA,50014,42.02,-93.62,26190,53395,50K - 80K,73370,785,8511.827461360863,0.1128774258970358,0.160152047,0.6092653474842767
1605,Lorelai Ward,82,90,66,1937,6,Female,7236 South Boulevard,,Chicago,IL,60616,41.83,-87.68,25365,41793,20K - 50K,1141,730,9060.945244,0.1349614384485666,0.1849484603709949,0.6108013463497453
1606,Antonio Abe,42,50,70,1978,2,Male,9566 Tenth Street,4,Pflugerville,TX,78660,30.44,-97.62,25584,52165,50K - 80K,97248,730,9060.945244,0.1349614384485666,0.1849484603709949,0.6108013463497453
1607,Veda Brown,63,70,69,1956,3,Female,292 First Avenue,3,Rosebush,MI,48878,43.69,-84.76,16542,33728,20K - 50K,107287,730,9060.945244,0.1349614384485666,0.1849484603709949,0.6108013463497453
1608,Ainsley Phillips,56,60,66,1963,4,Female,13 Rose Boulevard,,Pawling,NY,12564,41.56,-73.59,31288,63796,50K - 80K,82173,730,9060.945244,0.1349614384485666,0.1849484603709949,0.6108013463497453
1609,Rylee El-Mafouk,82,90,65,1938,1,Female,1437 Madison Lane,,Dallas,TX,75238,32.79,-96.76,27814,66999,50K - 80K,3140,730,9060.945244,0.1349614384485666,0.1849484603709949,0.6108013463497453
1610,Kase Chen,21,30,67,1998,11,Male,3900 Rose Street,,Winslow,AZ,86047,35.1,-110.64,15864,32345,20K - 50K,61066,730,9060.945244,0.1349614384485666,0.1849484603709949,0.6108013463497453
1611,Liana Bailey,72,80,65,1947,9,Female,521 Main Lane,,Colorado Springs,CO,80913,38.86,-104.76,14645,25243,20K - 50K,18006,730,9060.945244,0.1349614384485666,0.1849484603709949,0.6108013463497453
1612,Conner Johnson,47,50,63,1972,8,Male,16893 Fifth Avenue,9,Mesquite,TX,75149,32.76,-96.59,17810,36319,20K - 50K,44737,730,9060.945244,0.1349614384485666,0.1849484603709949,0.6108013463497453
1613,Halle Parker,49,50,67,1970,11,Female,803 Plum Avenue,,South Gate,CA,90280,33.94,-118.2,14528,29621,20K - 50K,0,730,9060.945244,0.1349614384485666,0.1849484603709949,0.6108013463497453
1614,Lyanna Cox,39,40,63,1980,7,Female,2244 Mill Boulevard,,Union,NJ,7083,40.69,-74.26,28993,59114,50K - 80K,132715,730,9060.945244,0.1349614384485666,0.1849484603709949,0.6108013463497453
1615,Thea Morales,28,30,71,1991,5,Female,672 Grant Lane,,Green Cove Springs,FL,32043,29.98,-81.67,19805,40381,20K - 50K,63008,730,9060.945244,0.1349614384485666,0.1849484603709949,0.6108013463497453
1616,Anika Garcia,47,50,66,1972,4,Female,9020 North Street,4,Decatur,IL,62521,39.85,-88.93,22153,45164,20K - 50K,0,730,9060.945244,0.1349614384485666,0.1849484603709949,0.6108013463497453
1617,Orion Sullivan,48,50,61,1971,11,Male,70 Second Drive,,Pittsfield,NH,3263,43.3,-71.33,19781,40336,20K - 50K,144284,668,9474.820216434504,0.1102690739495798,0.1577488470588235,0.6085321942567568
1618,Regina Turner,79,80,64,1940,8,Female,6337 Spruce Street,,Lakeville,MN,55044,44.67,-93.24,34186,57824,50K - 80K,31354,668,9474.820216434504,0.1102690739495798,0.1577488470588235,0.6085321942567568
1619,Anika Hall,63,70,62,1956,5,Female,440 North Street,,Abilene,TX,79605,32.45,-99.73,16665,30399,20K - 50K,19404,668,9474.820216434504,0.1102690739495798,0.1577488470588235,0.6085321942567568
1620,Cassidy Anwar,19,20,62,2000,11,Female,5378 Lafayette Avenue,,Columbus,OH,43219,39.98,-82.98,15539,31683,20K - 50K,46987,817,9007.033995825157,0.1195250752351097,0.1667365423197492,0.611618991
1621,Zyaire Baker,76,80,69,1943,8,Male,765 Forest Street,1,Hopkins,MN,55305,44.92,-93.4,39155,38800,20K - 50K,25867,758,7961.181779501944,0.1337754415156507,0.1772192553542009,0.6100358789386401
1622,Luis Allen,33,40,64,1986,11,Male,27934 11th Street,,Fort Lauderdale,FL,33312,26.14,-80.13,20995,42808,20K - 50K,117011,758,7961.181779501944,0.1337754415156507,0.1772192553542009,0.6100358789386401
1623,Terry Nguyen,56,60,75,1963,9,Male,1184 Essex Lane,,Highlands,NC,28741,35.05,-83.19,15899,32418,20K - 50K,84507,758,7961.181779501944,0.1337754415156507,0.1772192553542009,0.6100358789386401
1624,Marie Gray,28,30,66,1991,7,Female,7004 Mill Drive,,Zion,IL,60099,42.45,-87.84,19463,39679,20K - 50K,93772,758,7961.181779501944,0.1337754415156507,0.1772192553542009,0.6100358789386401
1625,Edward Roberts,23,30,65,1996,7,Male,16 Jefferson Drive,,Mundelein,IL,60060,42.26,-88,28799,58721,50K - 80K,135065,758,7961.181779501944,0.1337754415156507,0.1772192553542009,0.6100358789386401
1626,Sylvia Butler,59,60,66,1960,3,Female,8060 Pine Boulevard,,Providence,RI,2903,41.82,-71.41,30403,61991,50K - 80K,2151,758,7961.181779501944,0.1337754415156507,0.1772192553542009,0.6100358789386401
1627,Gabriela Davis,61,70,60,1958,3,Female,8301 Tenth Drive,,Medford,OR,97504,42.33,-122.79,18961,30359,20K - 50K,16552,758,7961.181779501944,0.1337754415156507,0.1772192553542009,0.6100358789386401
1628,Silas Kelly,52,60,69,1967,10,Male,653 Mill Street,,Minneapolis,MN,55421,44.96,-93.26,20662,42129,20K - 50K,101742,758,7961.181779501944,0.1337754415156507,0.1772192553542009,0.6100358789386401
1629,Elsie Macron,31,40,72,1988,7,Female,27 Birch Avenue,,Dinuba,CA,93618,36.52,-119.39,13194,26900,20K - 50K,74083,758,7961.181779501944,0.1337754415156507,0.1772192553542009,0.6100358789386401
1630,Isabela Bennett,88,90,65,1931,10,Female,42 Fourth Avenue,,Shelbyville,KY,40065,38.21,-85.23,19620,31399,20K - 50K,2528,757,9189.212391061506,0.1289441045958795,0.1757543692551505,0.6107161022364217
1631,Dean Lonsdale,54,60,65,1965,10,Male,6721 Sussex Drive,2761,Carrollton,TX,75006,32.98,-96.89,21381,43598,20K - 50K,15891,757,9189.212391061506,0.1289441045958795,0.1757543692551505,0.6107161022364217
1632,Kairo Morris,27,30,66,1992,7,Male,5222 Valley Stream Avenue,,Harlem,GA,30814,33.41,-82.31,16568,33778,20K - 50K,10058,757,9189.212391061506,0.1289441045958795,0.1757543692551505,0.6107161022364217
1633,Craig Roberts,24,30,69,1995,7,Male,3221 Tenth Lane,,Sewell,NJ,8080,39.75,-75.09,31547,64319,50K - 80K,0,757,9189.212391061506,0.1289441045958795,0.1757543692551505,0.6107161022364217
1634,Adalynn Young,86,90,67,1933,12,Female,3631 Plum Boulevard,,Venus,TX,76084,32.42,-97.1,19477,23371,20K - 50K,0,757,9189.212391061506,0.1289441045958795,0.1757543692551505,0.6107161022364217
1635,Jaxson Anderson,18,20,68,2001,11,Male,69524 Valley Lane,,Marion,KY,42064,37.33,-88.07,14500,29562,20K - 50K,31509,757,9189.212391061506,0.1289441045958795,0.1757543692551505,0.6107161022364217
1636,Vicente Gao,69,70,70,1951,2,Male,5844 Littlewood Street,6007,Wagoner,OK,74477,35.95,-95.38,15195,30983,20K - 50K,10019,757,9189.212391061506,0.1289441045958795,0.1757543692551505,0.6107161022364217
1637,Yamileth Rivera,48,50,66,1971,5,Female,328 Birch Street,,Severn,MD,21144,39.13,-76.69,31075,63355,50K - 80K,0,708,8649.209505641675,0.098913995,0.1470805445026178,0.6058116961130742
1638,Rory Nelson,54,60,67,1965,3,Female,401 North Avenue,6989,Lafayette,CO,80026,39.99,-105.09,30072,61312,50K - 80K,25355,708,8649.209505641675,0.098913995,0.1470805445026178,0.6058116961130742
1639,Prakash Braun,19,20,67,2000,9,Male,1317 Wessex Lane,,Belmont,CA,94002,37.5,-122.3,46616,95045,80K - 100K,132371,708,8649.209505641675,0.098913995,0.1470805445026178,0.6058116961130742
1640,Addilynn Bennett,48,50,64,1971,11,Female,55378 Burns Avenue,,Rockford,IL,61109,42.27,-89.06,18906,38554,20K - 50K,47186,708,8649.209505641675,0.098913995,0.1470805445026178,0.6058116961130742
1641,Kane Martin,58,60,65,1961,6,Male,55 Fourth Drive,,Honesdale,PA,18431,41.57,-75.25,17302,35274,20K - 50K,35234,708,8649.209505641675,0.098913995,0.1470805445026178,0.6058116961130742
1642,Margaret Williams,49,50,67,1970,6,Female,364 Plum Lane,,Green Bay,WI,54302,44.52,-87.98,16801,34255,20K - 50K,36094,708,8649.209505641675,0.098913995,0.1470805445026178,0.6058116961130742
1643,Milo Thompson,32,40,66,1987,6,Male,6106 Norfolk Boulevard,,New Orleans,LA,70119,30.06,-89.93,17536,35755,20K - 50K,61748,708,8649.209505641675,0.098913995,0.1470805445026178,0.6058116961130742
1644,Axl Powell,52,60,65,1967,9,Male,858 Martin Luther King Drive,1,North Hollywood,CA,91605,34.2,-118.39,15239,31070,20K - 50K,86747,708,8649.209505641675,0.098913995,0.1470805445026178,0.6058116961130742
1645,Simon Diaz,29,30,53,1990,3,Male,73 South Lane,32,Oriskany Falls,NY,13425,42.93,-75.46,17681,36050,20K - 50K,45559,708,8649.209505641675,0.098913995,0.1470805445026178,0.6058116961130742
1646,Zariah Peterson,19,20,71,2000,12,Female,76 Birch Drive,,Jefferson,TX,75657,32.76,-94.34,15299,31197,20K - 50K,84749,844,8259.315501595855,0.1040944525043177,0.1499411727115716,0.6077888249566724
1647,Donald Xi,21,30,66,1998,6,Male,2183 Catherine Boulevard,,Pacific,MO,63069,38.47,-90.75,23106,47109,20K - 50K,76035,844,8259.315501595855,0.1040944525043177,0.1499411727115716,0.6077888249566724
1648,Juliet Gao,40,40,64,1979,12,Female,5899 Mill Street,,Ninety Six,SC,29666,34.17,-82.02,16843,34344,20K - 50K,48931,548,8595.607484774102,0.095763632,0.1456364811783961,0.6074448108552631
1649,Quinn Brown,49,50,66,1970,8,Male,9383 Martin Luther King Street,,Mobile,AL,36695,30.68,-88.04,25381,51755,50K - 80K,88605,806,8386.481444793048,0.090592301,0.1375567212317666,0.6056723181818181
1650,Canaan Long,81,90,71,1938,9,Male,84497 Valley Stream Drive,,North Hollywood,CA,91605,34.2,-118.39,15239,28644,20K - 50K,879,806,8386.481444793048,0.090592301,0.1375567212317666,0.6056723181818181
1651,Layton White,60,60,66,1959,11,Male,175 Valley Drive,,Wayland,MA,1778,42.36,-71.36,56632,115465,100K - 150K,195657,715,8599.073344990562,0.1141722278056951,0.1628099949748744,0.6047451129848229
1652,Hana Flores,50,50,68,1969,9,Female,9982 Summit Boulevard,3516,Murrieta,CA,92563,33.57,-117.14,24069,49076,20K - 50K,56547,715,8599.073344990562,0.1141722278056951,0.1628099949748744,0.6047451129848229
1653,Blakely Roman,67,70,65,1952,3,Female,816 El Camino Drive,,Paradise,CA,95967,39.74,-121.6,15436,19199,0K - 20K,15091,715,8599.073344990562,0.1141722278056951,0.1628099949748744,0.6047451129848229
1654,Darwin Diaz,46,50,66,1973,12,Male,5659 Park Avenue,,Barberton,OH,44203,41.01,-81.6,17856,36405,20K - 50K,31815,715,8599.073344990562,0.1141722278056951,0.1628099949748744,0.6047451129848229
1655,Meredith Moore,28,30,65,1991,11,Female,5663 Martin Luther King Boulevard,7,Mosheim,TN,37818,36.19,-82.95,14406,29371,20K - 50K,32300,715,8599.073344990562,0.1141722278056951,0.1628099949748744,0.6047451129848229
1656,Darian Lonsdale,55,60,67,1964,10,Male,22 First Boulevard,,East Peoria,IL,61611,40.67,-89.54,22416,45707,20K - 50K,113194,715,8599.073344990562,0.1141722278056951,0.1628099949748744,0.6047451129848229
1657,Ingrid Thomas,81,90,68,1938,4,Female,864 Main Lane,,Fort Gibson,OK,74434,35.78,-95.24,18585,27864,20K - 50K,1371,591,8459.468049511073,0.1096469844290657,0.1622017110726643,0.6110336736474695
1658,Luciano Wilson,50,50,65,1970,1,Male,720 Seventh Avenue,9,Camas,WA,98607,45.64,-122.37,31226,63673,50K - 80K,147913,591,8459.468049511073,0.1096469844290657,0.1622017110726643,0.6110336736474695
1659,Brenna Ramirez,19,20,75,2000,7,Female,640 Bayview Street,,Canton,MS,39046,32.61,-90.03,15597,31797,20K - 50K,5400,843,7683.456551399488,0.1337470409556314,0.1804764897610921,0.60865835
1660,Jennifer Thomas,57,60,66,1962,9,Female,381 Catherine Avenue,,Compton,CA,90222,33.91,-118.23,13075,26664,20K - 50K,12241,709,8603.298635210873,0.1251481785123966,0.1713376727272727,0.6068484833887043
1661,Jenna Thompson,29,30,71,1990,11,Female,6595 Ocean Drive,,North Brunswick,NJ,8902,40.45,-74.48,31234,63684,50K - 80K,96864,709,8603.298635210873,0.1251481785123966,0.1713376727272727,0.6068484833887043
1662,Forrest Wood,18,20,68,2002,1,Male,392 Rose Drive,,Dorchester,MA,2125,42.35,-71.06,21809,44466,20K - 50K,3096,709,8603.298635210873,0.1251481785123966,0.1713376727272727,0.6068484833887043
1663,Rowan Richardson,45,50,66,1974,12,Female,238 Ocean View Lane,2799,Whittier,CA,90603,33.94,-117.99,27973,57027,50K - 80K,21798,709,8603.298635210873,0.1251481785123966,0.1713376727272727,0.6068484833887043
1664,Wayne Morales,44,50,65,1975,3,Male,704 Third Avenue,,Danielsville,GA,30633,34.12,-83.22,15726,32064,20K - 50K,9833,709,8603.298635210873,0.1251481785123966,0.1713376727272727,0.6068484833887043
1665,Mckenna Bell,73,80,65,1946,9,Female,8258 Jefferson Drive,,Camillus,NY,13031,43.03,-76.3,24172,48750,20K - 50K,18724,709,8603.298635210873,0.1251481785123966,0.1713376727272727,0.6068484833887043
1666,Boston Peterson,45,50,57,1974,11,Male,7044 Plum Street,,Greenbrier,AR,72058,35.22,-92.38,19589,39942,20K - 50K,52441,709,8603.298635210873,0.1251481785123966,0.1713376727272727,0.6068484833887043
1667,Erika Ajami,65,70,62,1954,3,Female,440 Maple Drive,,Orange,NJ,7050,40.76,-74.23,18012,39077,20K - 50K,14019,709,8603.298635210873,0.1251481785123966,0.1713376727272727,0.6068484833887043
1668,Sheila Martinez,21,30,65,1998,9,Female,3208 El Camino Street,,Plainfield,IN,46168,39.7,-86.38,23355,47622,20K - 50K,87054,709,8603.298635210873,0.1251481785123966,0.1713376727272727,0.6068484833887043
1669,Veronica Lewis,50,50,68,1969,9,Female,9794 Essex Lane,5,Seattle,WA,98117,47.68,-122.38,35031,71427,50K - 80K,115702,709,8603.298635210873,0.1251481785123966,0.1713376727272727,0.6068484833887043
1670,Casey Carter,45,50,66,1975,1,Female,471 Eighth Lane,,Morristown,NJ,7960,40.79,-74.47,55362,112875,100K - 150K,44432,709,8603.298635210873,0.1251481785123966,0.1713376727272727,0.6068484833887043
1671,Mariana Torres,62,70,66,1958,1,Female,99 Fifth Street,,Elk Grove,CA,95624,38.44,-121.3,25949,52908,50K - 80K,109229,709,8603.298635210873,0.1251481785123966,0.1713376727272727,0.6068484833887043
1672,Alexa Martin,99,100,67,1920,10,Female,596 Ninth Street,,Camp Hill,PA,17011,40.24,-76.92,25336,51110,50K - 80K,3781,709,8603.298635210873,0.1251481785123966,0.1713376727272727,0.6068484833887043
1673,Talia Chen,85,90,65,1934,6,Female,23 11th Avenue,,Virginia Beach,VA,23451,36.73,-76.04,29485,41843,20K - 50K,1741,500,8528.700763732584,0.09928099,0.1481371154471544,0.6011248646003262
1674,Mercy Russell,21,30,55,1998,8,Female,729 Wessex Avenue,,Griffith,IN,46319,41.52,-87.42,21992,44842,20K - 50K,54189,500,8528.700763732584,0.09928099,0.1481371154471544,0.6011248646003262
1675,Milan Perez,22,30,70,1998,2,Male,440 Littlewood Drive,,Melbourne,FL,32940,28.08,-80.6,24500,49952,20K - 50K,95184,780,9518.586569308003,0.1214102084006462,0.1643080080775444,0.6120920895765473
1676,Landry Ward,29,30,66,1990,11,Female,5493 Catherine Drive,,Marietta,GA,30062,33.95,-84.54,33093,67473,50K - 80K,140270,780,9518.586569308003,0.1214102084006462,0.1643080080775444,0.6120920895765473
1677,Rachel Gomez,19,20,68,2000,9,Female,1464 Bayview Street,,Odessa,TX,79764,31.85,-102.36,19399,39556,20K - 50K,132573,572,8161.423803181933,0.1203058722044728,0.1673380111821086,0.6111815801282051
1678,Dalton Fisher,78,80,68,1941,7,Male,34533 Ninth Avenue,3,Bloomington,CA,92316,34.06,-117.39,14709,18100,0K - 20K,0,682,8753.396880727356,0.093683076,0.1411186424148607,0.6049328878504673
1679,Alaia Jackson,22,30,73,1998,2,Female,5762 River Lane,83,Salt Lake City,UT,84112,40.76,-111.84,10539,21490,20K - 50K,32587,682,8753.396880727356,0.093683076,0.1411186424148607,0.6049328878504673
1680,Kace Gao,50,50,66,1970,1,Male,1012 Hill Drive,,Chicago,IL,60622,41.83,-87.68,39789,81122,80K - 100K,112394,682,8753.396880727356,0.093683076,0.1411186424148607,0.6049328878504673
1681,Selena Thompson,35,40,66,1984,11,Female,610 Lake Drive,,Hillsboro,IL,62049,39.16,-89.48,17696,36081,20K - 50K,118151,682,8753.396880727356,0.093683076,0.1411186424148607,0.6049328878504673
1682,Galilea Fox,44,50,66,1975,4,Female,5810 Sixth Drive,,Lucama,NC,27851,35.64,-78,15938,32491,20K - 50K,24515,682,8753.396880727356,0.093683076,0.1411186424148607,0.6049328878504673
1683,Clarissa Long,67,70,67,1952,3,Female,488 Bayview Boulevard,781,Placentia,CA,92870,33.88,-117.85,26675,46945,20K - 50K,17835,682,8753.396880727356,0.093683076,0.1411186424148607,0.6049328878504673
1684,Clementine Carter,33,40,66,1986,10,Female,26191 George Drive,,Detroit,MI,48235,42.38,-83.1,13820,28181,20K - 50K,37929,682,8753.396880727356,0.093683076,0.1411186424148607,0.6049328878504673
1685,Kyleigh Watson,44,50,66,1975,5,Female,8659 El Camino Street,,Hamilton,OH,45013,39.39,-84.56,19569,39898,20K - 50K,43630,682,8753.396880727356,0.093683076,0.1411186424148607,0.6049328878504673
1686,Jaxxon Smith,21,30,68,1998,8,Male,125 First Avenue,,Antioch,TN,37013,36.04,-86.64,20236,41260,20K - 50K,80574,682,8753.396880727356,0.093683076,0.1411186424148607,0.6049328878504673
1687,Augustine Turner,26,30,68,1993,3,Male,2519 Park Boulevard,,Hutchinson,MN,55350,44.88,-94.37,20699,42201,20K - 50K,138469,682,8753.396880727356,0.093683076,0.1411186424148607,0.6049328878504673
1688,Miranda Martinez,63,70,61,1957,1,Female,99 Valley Stream Street,,Schenectady,NY,12309,42.8,-73.92,30839,49569,20K - 50K,58019,682,8753.396880727356,0.093683076,0.1411186424148607,0.6049328878504673
1689,Fiona Jenkins,36,40,65,1983,5,Female,980 Federal Drive,,Detroit,MI,48209,42.38,-83.1,9710,19800,0K - 20K,40038,682,8753.396880727356,0.093683076,0.1411186424148607,0.6049328878504673
1690,Randall Parker,53,60,66,1966,12,Male,3512 Forest Street,,Mount Vernon,NY,10552,40.91,-73.82,34646,70634,50K - 80K,155651,682,8753.396880727356,0.093683076,0.1411186424148607,0.6049328878504673
1691,Eliza Morgan,83,90,65,1936,5,Female,273 Elm Drive,,Oklahoma City,OK,73159,35.46,-97.51,17070,33811,20K - 50K,2206,682,8753.396880727356,0.093683076,0.1411186424148607,0.6049328878504673
1692,Teresa Adams,45,50,61,1974,5,Female,94936 Elm Drive,,Lady Lake,FL,32159,28.92,-81.92,8155,16628,0K - 20K,33926,654,8998.124789279978,0.1052098940397351,0.152066,0.6076274036544851
1693,Elliot Ajami,55,60,73,1965,2,Female,82 Jefferson Avenue,,Republic,OH,44867,41.12,-83.01,18462,37645,20K - 50K,46298,654,8998.124789279978,0.1052098940397351,0.152066,0.6076274036544851
1694,Adrienne Wilson,61,70,67,1959,1,Female,9473 Mill Street,,Clifton,NJ,7012,40.86,-74.15,31281,63781,50K - 80K,111808,654,8998.124789279978,0.1052098940397351,0.152066,0.6076274036544851
1695,Karina Leroux,50,50,65,1969,12,Female,477 Madison Lane,5,Daly City,CA,94014,37.68,-122.43,23752,48428,20K - 50K,72566,654,8998.124789279978,0.1052098940397351,0.152066,0.6076274036544851
1696,Emory Cooper,19,20,60,2001,1,Female,95 Main Avenue,,Dover,PA,17315,40,-76.84,21400,43634,20K - 50K,52593,654,8998.124789279978,0.1052098940397351,0.152066,0.6076274036544851
1697,Opal Hall,55,60,61,1964,9,Female,1513 Valley Boulevard,,Fairfield,OH,45014,39.33,-84.54,21992,44839,20K - 50K,63194,625,9197.464631598636,0.091797105,0.1425700650793651,0.6023273837579618
1698,Bo Bailey,34,40,75,1985,8,Male,6444 Madison Drive,4,Tucson,AZ,85710,32.22,-110.82,17480,35641,20K - 50K,64419,625,9197.464631598636,0.091797105,0.1425700650793651,0.6023273837579618
1699,Henley Anwar,40,40,67,1979,5,Female,8799 Elm Avenue,,Mckinney,TX,75069,33.2,-96.65,24684,50329,50K - 80K,76759,625,9197.464631598636,0.091797105,0.1425700650793651,0.6023273837579618
1700,Cannon Myers,44,50,61,1975,9,Male,33 Seventh Boulevard,73,Alachua,FL,32615,29.77,-82.48,21979,44816,20K - 50K,63043,625,9197.464631598636,0.091797105,0.1425700650793651,0.6023273837579618
1701,Declan Wilson,34,40,65,1985,9,Male,6781 Ocean View Drive,,Gainesville,GA,30504,34.29,-83.83,15814,32245,20K - 50K,43097,625,9197.464631598636,0.091797105,0.1425700650793651,0.6023273837579618
1702,Alexandria Bell,70,70,66,1949,10,Female,990 North Lane,51,Navarre,FL,32566,30.36,-87.17,20045,29164,20K - 50K,19851,625,9197.464631598636,0.091797105,0.1425700650793651,0.6023273837579618
1703,Brooklyn Reed,50,50,68,1969,12,Female,773 12th Street,,Oshkosh,WI,54901,44.01,-88.55,19573,39911,20K - 50K,93823,625,9197.464631598636,0.091797105,0.1425700650793651,0.6023273837579618
