,User,CARD INDEX,Retailer ID,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
4553,1477,0,24,4854757670875227,02/2020,239,YES,2,$30404,02/2020,2020,No
4554,1477,1,25,4035380547578392,04/2022,750,YES,2,$13193,12/2011,2011,No
4555,1477,2,20,4504840142387818,07/2023,344,YES,1,$11400,08/2011,2019,No
4556,1477,3,11,5809285273861427,05/2021,79,YES,2,$16959,12/2004,2014,No
4557,1478,0,11,5135176048333370,09/2024,832,YES,1,$14927,05/2017,2017,No
4558,1478,1,24,4793567137334721,12/2024,45,NO,1,$13760,04/2015,2015,No
4559,1478,2,12,5875822666213917,04/2021,269,YES,2,$17023,03/2010,2011,No
4560,1478,3,5,6945679421971452,10/2020,816,YES,1,$6500,02/2007,2014,No
4561,1478,4,13,5703901298391167,11/2010,436,YES,2,$15562,09/2008,2016,No
4562,1479,0,11,5130947171604512,12/2023,342,YES,2,$17611,02/2009,2011,No
4563,1479,1,20,4945896135256781,05/2021,82,YES,1,$11700,06/2010,2014,No
4564,1479,2,5,6449625285546786,11/2020,985,YES,1,$6600,02/2016,2016,No
4565,1480,0,11,5281988379479420,04/2020,313,YES,2,$4230,06/2007,2008,No
4566,1480,1,7,5669892249102759,06/2013,518,YES,2,$7500,02/2012,2012,No
4567,1481,0,11,5612228528720084,10/2022,458,YES,2,$1077,01/2020,2020,No
4568,1482,0,17,5738671537483072,09/2021,427,YES,1,$98,01/2020,2020,No
4569,1482,1,7,5527178999283012,09/2007,561,YES,1,$5500,03/2007,2015,No
4570,1482,2,20,4710429105538737,04/2015,958,YES,2,$5500,04/2012,2012,No
4571,1482,3,11,5069297201755228,10/2022,922,NO,2,$9898,11/1996,2011,No
4572,1482,4,29,4664388076567373,03/2022,796,NO,1,$66,01/2010,2011,No
4573,1483,0,11,5287003468674175,10/2022,799,NO,2,$13095,03/2004,2018,No
4574,1483,1,24,4022230098961139,05/2021,90,YES,1,$30822,02/2005,2015,No
4575,1483,2,25,4303658032034982,04/2023,673,YES,2,$16764,06/2007,2007,No
4576,1483,3,7,5064938627957332,05/2022,742,NO,2,$5700,12/2005,2010,No
4577,1483,4,12,5905151932957268,07/2023,407,YES,1,$18482,11/2013,2013,No
4578,1484,0,29,4940531959877089,10/2020,374,YES,2,$33,01/2020,2020,No
4579,1485,0,24,4429857777537289,01/2020,404,YES,2,$21692,01/2020,2020,No
4580,1485,1,7,5607389851323321,04/2023,557,YES,1,$11200,01/2020,2020,No
4581,1486,0,11,5686764662723286,03/2022,113,YES,1,$24602,01/2020,2020,No
4582,1486,1,24,4236022081985704,10/2016,326,YES,2,$44390,06/2008,2009,No
4583,1487,0,11,5197218235211418,01/2021,955,YES,2,$30950,06/2005,2020,No
4584,1487,1,24,4193057506301353,06/2023,602,YES,1,$4723,10/2003,2011,No
4585,1487,2,25,4872357106200453,05/2021,17,YES,1,$12325,03/2009,2009,No
4586,1487,3,17,5566680974439314,02/2010,454,YES,2,$15,05/2001,2009,No
4587,1487,4,26,4119268573253939,09/2022,247,YES,2,$28166,10/2003,2015,No
4588,1487,5,12,5810332499908324,12/2024,932,YES,1,$14056,06/2011,2011,No
4589,1488,0,11,5350628456401491,11/2024,382,YES,1,$35169,12/2010,2012,No
4590,1488,1,7,5309736298494191,03/2022,728,YES,1,$17500,08/2010,2011,No
4591,1488,2,29,4443040432064205,03/2012,861,YES,2,$33,11/2005,2010,No
4592,1489,0,7,5404748709503428,10/2021,943,NO,2,$18300,05/2003,2008,No
4593,1489,1,8,5766890677028200,12/2022,9,YES,3,$5700,06/2011,2011,No
4594,1489,2,20,4544774001344065,09/2024,527,YES,1,$19100,09/2010,2015,No
4595,1490,0,1,336494766392092,11/2020,600,YES,2,$11100,07/1998,2016,No
4596,1490,1,11,5546537643480546,02/2021,748,YES,2,$2833,11/2010,2013,No
4597,1490,2,24,4580468046825266,04/2012,101,YES,1,$12833,05/2008,2010,No
4598,1490,3,2,305833889455873,07/2024,198,YES,2,$7500,10/2008,2008,No
4599,1490,4,3,302737588175602,04/2020,900,YES,2,$14600,01/2005,2014,No
4600,1490,5,17,5042598887023376,08/2017,909,YES,1,$100,09/2006,2014,No
4601,1490,6,4,323578133531197,06/2022,404,YES,1,$8000,09/1995,2003,No
4602,1491,0,20,4937394377002273,05/2021,20,YES,1,$5300,02/2004,2007,No
4603,1491,1,24,4386594468368100,03/2023,765,YES,2,$22601,02/2003,2010,No
4604,1492,0,11,5873838154222952,02/2020,759,YES,2,$27556,02/2020,2020,No
4605,1492,1,29,4725811445977510,08/2020,276,YES,2,$29,02/2020,2020,No
4606,1493,0,11,5081978309209093,01/2022,860,YES,1,$19753,02/2020,2020,No
4607,1493,1,12,5743528973419482,11/2020,702,YES,1,$15527,01/2020,2020,No
4608,1493,2,24,4025612938343507,09/2020,547,NO,1,$16056,01/2020,2020,No
4609,1494,0,24,4658834560157747,03/2020,222,YES,1,$9272,08/2010,2011,No
4610,1495,0,7,5936059093647862,07/2020,739,YES,1,$9000,10/2002,2010,No
4611,1495,1,17,5789926821361976,04/2021,833,YES,2,$83,05/2009,2010,No
4612,1495,2,24,4292936340098046,04/2016,106,YES,2,$1394,08/2010,2015,No
4613,1496,0,1,391488790203553,06/2020,195,YES,1,$17900,01/2007,2010,No
4614,1496,1,11,5928320194768562,08/2016,838,YES,2,$2559,09/2011,2011,No
4615,1496,2,12,5632931851516080,10/2023,688,YES,2,$9285,09/1998,2013,No
4616,1497,0,17,5203903413139239,08/2023,495,NO,2,$130,06/2009,2009,No
4617,1497,1,20,4781372317032583,02/2023,403,YES,1,$13400,08/2010,2010,No
4618,1497,2,1,320312548990885,08/2013,628,YES,1,$9200,01/2008,2009,No
4619,1497,3,21,4148787669895828,08/2022,50,YES,1,$17700,12/2000,2009,No
4620,1497,4,11,5346827663529174,10/2024,54,NO,2,$37634,05/2004,2006,No
4621,1498,0,20,4759060378229068,08/2024,148,YES,1,$25200,03/2010,2020,No
4622,1498,1,24,4251438588647763,03/2021,177,YES,2,$27878,04/2009,2011,No
4623,1498,2,25,4873170994873047,12/2021,510,YES,2,$19264,06/2010,2010,No
4624,1499,0,20,4601495519183808,04/2012,833,YES,1,$17000,10/2005,2016,No
4625,1499,1,11,5822238075477046,12/2008,299,NO,2,$14681,02/2005,2012,No
4626,1499,2,21,4035574637806082,04/2020,28,NO,3,$25100,04/2012,2012,No
4627,1499,3,12,5252385354093904,02/2023,874,YES,2,$54842,03/2013,2013,No
4628,1500,0,20,4775884194235989,02/2020,411,YES,2,$16900,02/2020,2020,No
4629,1500,1,21,4544713227326156,12/2020,4,YES,1,$12800,01/2020,2020,No
4630,1501,0,17,5701332239788541,07/2023,299,YES,1,$86,02/2020,2020,No
4631,1501,1,29,4847294655009003,10/2022,440,YES,1,$61,10/2018,2018,No
4632,1501,2,30,4119373610006563,04/2021,374,YES,1,$55,02/2020,2020,No
4633,1502,0,5,6845375674595536,02/2024,943,YES,1,$0,01/2011,2011,No
4634,1502,1,11,5417518550067026,12/2022,737,YES,1,$10608,02/2010,2010,No
4635,1502,2,12,5345636299699533,02/2013,788,YES,1,$16315,02/2009,2010,No
4636,1502,3,13,5503299875661525,02/2020,924,YES,1,$20587,01/2020,2020,No
4637,1503,0,1,320032582560720,09/2020,917,YES,2,$7300,07/2016,2016,No
4638,1503,1,29,4525019658850214,10/2022,425,YES,2,$60,01/2011,2011,No
4639,1503,2,30,4319964166566927,01/2023,205,NO,1,$69,08/2015,2015,No
4640,1503,3,17,5538874717660586,09/2023,671,YES,1,$90,02/2020,2020,No
4641,1504,0,24,4700227604701791,10/2012,163,YES,1,$11714,10/2009,2014,No
4642,1504,1,7,5618611337229363,12/2021,114,NO,2,$6400,02/2014,2014,No
4643,1504,2,17,5302877087935862,08/2018,213,YES,1,$84,03/2018,2018,No
4644,1504,3,8,5762316813851481,10/2022,722,NO,1,$6900,06/2005,2012,No
4645,1505,0,17,5236777406383687,10/2020,234,YES,1,$64,09/2016,2016,No
4646,1505,1,11,5463788030135116,12/2024,236,YES,2,$37377,12/2012,2012,No
4647,1506,0,24,4571249574954358,09/2022,588,YES,2,$11002,12/2009,2009,No
4648,1506,1,25,4048255744655078,07/2020,307,NO,2,$19765,08/2001,2009,No
4649,1506,2,7,5971047131415221,02/2018,191,NO,1,$12900,04/2004,2010,No
4650,1507,0,11,5802516154574090,07/2021,566,YES,1,$22353,02/2020,2020,No
4651,1508,0,24,4998445442709639,03/2021,899,YES,2,$28696,12/2009,2009,No
4652,1508,1,7,5587200077332468,12/2023,661,YES,1,$20700,09/2009,2010,No
4653,1508,2,11,5079107565180218,02/2023,905,YES,1,$14868,02/2005,2013,No
4654,1508,3,29,4206153698593049,12/2012,9,YES,1,$78,08/2008,2008,No
4655,1508,4,12,5521151206022377,05/2020,641,YES,2,$1633,12/2010,2012,No
4656,1509,0,1,330491125625090,11/2024,856,YES,1,$15700,02/2020,2020,No
4657,1509,1,17,5789086009227522,04/2023,492,YES,2,$60,02/2020,2020,No
4658,1509,2,24,4396300530343290,08/2023,768,YES,2,$5222,02/2020,2020,No
4659,1509,3,25,4316804623436512,07/2022,145,YES,1,$14897,02/2020,2020,No
4660,1509,4,7,5270606118993945,12/2021,99,YES,2,$10500,02/2020,2020,No
4661,1510,0,11,5579186804778775,04/2022,880,YES,1,$17130,12/2007,2011,No
4662,1510,1,12,5017284678566476,05/2022,246,YES,2,$9852,02/2006,2012,No
4663,1511,0,11,5507680552446400,09/2020,227,YES,1,$20479,03/2008,2008,No
4664,1511,1,17,5147068410331391,09/2011,725,YES,1,$100,03/2008,2011,No
4665,1512,0,7,5689040853282702,10/2021,551,YES,2,$9200,05/2011,2011,No
4666,1512,1,11,5122476616301895,05/2020,133,YES,1,$17314,03/2009,2011,No
4667,1512,2,12,5304039785163827,09/2023,849,YES,1,$20605,07/2006,2011,No
4668,1512,3,5,6798120561105479,05/2024,373,NO,2,$9500,08/2003,2005,No
4669,1513,0,5,6546589729646885,02/2020,99,YES,2,$10600,02/2020,2020,No
4670,1514,0,11,5561095552395447,12/2023,957,YES,1,$34065,07/2019,2019,No
4671,1514,1,7,5051745688370284,03/2016,195,YES,1,$16200,04/2008,2013,No
4672,1514,2,29,4730478240405316,12/2024,114,YES,2,$2,03/2008,2010,No
4673,1514,3,24,4084349539485967,04/2022,536,YES,1,$26714,02/2004,2010,No
4674,1514,4,25,4600429352082372,01/2020,674,YES,2,$41084,10/2003,2012,No
4675,1514,5,12,5706014273634676,05/2008,360,YES,2,$11392,07/2006,2015,No
4676,1514,6,13,5121412939946667,10/2022,799,YES,2,$21205,12/2007,2011,No
4677,1515,0,11,5554081439634551,07/2022,695,YES,2,$22409,05/2014,2014,No
4678,1515,1,12,5911201546356823,11/2020,172,YES,1,$26275,01/2020,2020,No
4679,1515,2,29,4351720469066759,08/2020,218,YES,1,$74,07/2008,2011,No
4680,1515,3,13,5152235839088172,07/2023,469,NO,2,$27298,05/2003,2007,No
4681,1515,4,17,5967896787942497,08/2024,949,YES,1,$61,03/2008,2010,No
4682,1515,5,7,5586713288069328,07/2022,232,YES,2,$17000,01/2003,2009,No
4683,1516,0,1,334781877942824,09/2023,660,YES,1,$6700,01/2020,2020,No
4684,1516,1,20,4969893593143817,10/2022,58,YES,1,$9600,02/2020,2020,No
4685,1516,2,24,4746520577856918,07/2020,959,YES,1,$16350,01/2020,2020,No
4686,1517,0,7,5201739490879007,03/2022,620,NO,2,$8500,02/2020,2020,No
4687,1517,1,24,4390973591646087,02/2020,260,YES,2,$29078,02/2020,2020,No
4688,1518,0,24,4385365268806508,09/2024,151,YES,2,$11868,02/2007,2015,No
4689,1518,1,25,4362821338983929,09/2024,272,YES,1,$9708,11/2006,2013,No
4690,1518,2,11,5846069874081323,11/2008,812,YES,2,$16541,07/2005,2011,No
4691,1519,0,24,4529699535483304,05/2021,329,YES,1,$10982,01/2006,2011,No
4692,1519,1,11,5016909247780196,06/2020,479,NO,2,$11094,10/2011,2011,No
4693,1519,2,20,4733347153706598,07/2020,265,YES,2,$8000,01/2020,2020,No
4694,1519,3,12,5793823082189569,01/2020,210,YES,1,$7535,09/2011,2011,No
4695,1520,0,24,4097569831392145,07/2022,289,YES,1,$24296,11/2018,2018,No
4696,1520,1,11,5966652632775568,05/2023,536,YES,1,$20816,12/2011,2011,No
4697,1520,2,5,6574776064588951,06/2022,509,YES,2,$14700,03/2008,2019,No
4698,1520,3,25,4440574696341642,04/2020,962,NO,2,$17145,06/2009,2010,No
4699,1520,4,26,4752612253568533,08/2022,162,YES,1,$11391,09/1999,2015,No
4700,1521,0,17,5017252384270871,07/2022,389,YES,2,$69,11/2012,2012,No
4701,1521,1,7,5344072434039629,05/2012,462,YES,2,$9100,06/2010,2016,No
4702,1522,0,11,5492294137017692,08/2012,745,YES,2,$22137,06/2007,2007,No
4703,1522,1,12,5673229210000459,05/2010,141,NO,1,$13698,11/2008,2010,No
4704,1522,2,13,5594766760079503,01/2020,541,YES,1,$17598,04/2009,2009,No
4705,1523,0,11,5523941420112539,07/2021,71,YES,1,$6957,09/2005,2011,No
4706,1524,0,24,4832794053001176,11/2021,588,YES,1,$20839,07/2011,2011,No
4707,1524,1,25,4481338830716771,10/2022,467,YES,1,$28004,10/2018,2018,No
4708,1524,2,11,5743016565516756,12/2009,138,YES,1,$19114,11/2009,2010,No
4709,1524,3,12,5146883948059613,06/2018,867,YES,2,$13657,12/2011,2011,No
4710,1524,4,13,5486627600298205,07/2022,125,YES,1,$23404,02/2003,2010,No
4711,1525,0,11,5329257764930749,03/2021,359,YES,2,$4898,03/2007,2015,No
4712,1525,1,12,5903653067942572,09/2020,25,NO,1,$10654,04/2009,2010,No
4713,1526,0,7,5606160450914606,08/2023,46,YES,2,$6600,04/2008,2016,No
4714,1526,1,1,333480454420533,09/2020,392,NO,1,$8300,10/2003,2011,No
4715,1526,2,2,379940351891689,11/2020,954,YES,2,$12300,08/2007,2012,No
4716,1526,3,8,5941275556386094,03/2024,128,YES,1,$5500,03/2001,2010,No
4717,1526,4,20,4888461276072573,10/2022,747,YES,1,$5900,08/2009,2010,No
4718,1527,0,11,5839584564422187,06/2024,206,NO,1,$26404,08/2008,2011,No
4719,1527,1,12,5620855750640306,08/2023,492,NO,1,$18773,06/2017,2017,No
4720,1527,2,24,4539066236622195,02/2019,145,NO,2,$21087,08/2009,2009,No
4721,1527,3,20,4667046973414964,05/2023,952,YES,2,$14400,02/2011,2011,No
4722,1527,4,21,4973318740626868,08/2024,586,YES,1,$11400,11/2005,2010,No
4723,1528,0,11,5713112635487348,02/2020,796,YES,1,$11159,05/1998,2015,No
4724,1528,1,12,5409541769328200,04/2017,23,YES,1,$10233,09/2005,2017,No
4725,1528,2,29,4326714873054572,05/2024,692,YES,3,$45,11/2006,2012,No
4726,1528,3,20,4372866189717850,11/2020,785,YES,2,$6400,09/2003,2010,No
4727,1529,0,11,5384350370649513,09/2023,549,YES,1,$14070,08/2003,2014,No
4728,1529,1,12,5299823964392127,12/2023,273,NO,2,$2159,12/2002,2006,No
4729,1529,2,13,5291762862057509,10/2020,269,YES,1,$26425,06/2011,2011,No
4730,1530,0,11,5642734548545159,11/2018,405,YES,2,$66781,11/2007,2009,No
4731,1530,1,24,4568370619528049,07/2023,983,YES,1,$47684,08/2013,2013,No
4732,1530,2,7,5571571366314376,07/2024,126,YES,1,$27700,10/2007,2013,No
4733,1530,3,20,4915308819332544,05/2023,776,YES,2,$10700,07/2013,2013,No
4734,1530,4,25,4698439364398046,02/2021,414,YES,1,$49679,01/2020,2020,No
4735,1531,0,20,4381113346368526,11/2023,51,YES,2,$1900,04/2004,2011,No
4736,1531,1,24,4448948827886660,01/2021,687,YES,1,$11885,10/2008,2011,No
4737,1532,0,11,5335828686031643,02/2015,167,YES,2,$785,09/2010,2010,No
4738,1532,1,20,4749273777651489,03/2022,809,YES,2,$6900,10/2001,2011,No
4739,1532,2,24,4450794746298149,12/2018,502,YES,1,$22457,04/2006,2010,No
4740,1533,0,11,5072626821657978,08/2022,701,YES,2,$14701,06/2011,2011,No
4741,1533,1,29,4589358638611077,03/2023,207,YES,1,$3,07/2009,2020,No
4742,1533,2,12,5659101740652440,02/2002,501,YES,2,$23502,02/2000,2020,No
4743,1533,3,17,5926977700240338,12/2021,508,YES,2,$44,05/2010,2010,No
4744,1534,0,11,5686962857502766,06/2022,257,YES,1,$27590,03/2009,2010,No
4745,1534,1,24,4230041150211486,07/2024,872,YES,1,$37338,09/2011,2011,No
4746,1534,2,7,5409754518829059,04/2023,806,YES,1,$15500,09/2007,2012,No
4747,1534,3,25,4420367772042775,05/2007,704,YES,2,$33807,12/2005,2008,No
4748,1534,4,26,4063898777653037,10/2002,671,YES,2,$24056,10/2002,2009,No
4749,1534,5,20,4616160672677136,10/2003,410,YES,2,$11400,06/1998,2007,No
4750,1535,0,17,5214165168049372,10/2011,254,YES,2,$37,02/2001,2004,No
4751,1535,1,20,4275119808129751,01/2014,864,YES,1,$11000,02/2007,2010,No
4752,1536,0,11,5538862189927591,12/2023,664,YES,2,$2307,11/2008,2010,No
4753,1536,1,24,4763832977457199,12/2009,581,YES,2,$10362,04/2009,2015,No
4754,1537,0,24,4359389213795356,10/2023,546,YES,1,$37318,10/2012,2012,No
4755,1537,1,7,5056150001403124,12/2008,451,YES,1,$22800,08/2007,2007,No
4756,1537,2,25,4169838718882754,05/2021,899,YES,1,$57294,03/2007,2010,No
4757,1537,3,11,5565968548709329,07/2024,877,YES,2,$30024,05/2011,2011,No
4758,1537,4,20,4610405635857644,10/2019,524,YES,2,$37400,12/2011,2011,No
4759,1538,0,11,5313259691069761,08/2022,972,YES,2,$21147,02/2020,2020,No
4760,1539,0,11,5249391871473894,02/2024,845,YES,1,$11857,04/2009,2011,No
4761,1539,1,24,4453842040369230,09/2020,179,YES,1,$21148,11/2005,2011,No
4762,1539,2,20,4481967137410492,09/2022,198,YES,1,$7500,11/2004,2016,No
4763,1539,3,25,4009698492021262,04/2021,907,YES,2,$16261,08/2010,2016,No
4764,1539,4,12,5695828176341633,12/2021,792,YES,2,$14116,05/2006,2015,No
4765,1540,0,24,4190381537189189,03/2024,939,YES,1,$23677,01/2020,2020,No
4766,1540,1,29,4495572757942995,12/2020,474,YES,3,$69,01/2020,2020,No
4767,1541,0,11,5840476864492037,03/2020,155,NO,1,$6326,01/2009,2010,No
4768,1542,0,11,5207003416805344,07/2020,717,YES,2,$12461,02/2020,2020,No
4769,1542,1,12,5987109951536861,04/2019,424,YES,2,$17386,02/2017,2017,No
4770,1542,2,20,4076004030170552,01/2024,180,NO,2,$11300,02/2020,2020,No
4771,1543,0,11,5905486726598062,10/2014,426,YES,1,$1,01/2013,2013,No
4772,1543,1,24,4367131765938550,12/2023,935,NO,2,$1,08/2014,2014,No
4773,1543,2,7,5690597003085826,01/2024,546,YES,2,$0,05/2005,2012,No
4774,1544,0,24,4943014295329210,06/2024,641,YES,1,$23069,02/2020,2020,No
4775,1544,1,25,4870540675741457,04/2024,716,YES,1,$15578,02/2013,2013,No
4776,1544,2,11,5541258980261232,06/2015,131,YES,1,$29648,10/2008,2011,No
4777,1544,3,20,4112534725146358,10/2018,18,YES,1,$25300,12/2011,2017,No
4778,1545,0,1,304236119500152,08/2020,954,YES,1,$8200,09/2010,2012,No
4779,1545,1,11,5555216812366873,05/2023,871,YES,1,$9257,05/2009,2009,No
4780,1545,2,24,4441595356669115,07/2021,849,YES,1,$319,07/2002,2016,No
4781,1545,3,12,5960254965868032,06/2024,91,YES,1,$5141,03/2004,2012,No
4782,1546,0,24,4765160616096366,05/2022,140,YES,2,$23343,11/2011,2011,No
4783,1546,1,11,5754587881449040,11/2021,859,YES,2,$18624,10/2011,2011,No
4784,1546,2,25,4044157806268502,07/2020,642,YES,1,$15145,04/2015,2015,No
4785,1546,3,12,5717363470674555,02/2020,98,YES,2,$22787,04/2012,2012,No
4786,1546,4,29,4937261009416652,05/2023,873,YES,1,$94,12/1994,2011,No
4787,1547,0,11,5114438569807444,02/2020,461,YES,2,$43984,09/2008,2013,No
4788,1547,1,20,4380226554679223,09/2022,593,YES,2,$20600,09/2012,2012,No
4789,1547,2,12,5954583689426808,11/2022,655,YES,2,$29144,08/2007,2010,No
4790,1548,0,11,5629986215875755,11/2024,116,YES,2,$25613,08/2011,2016,No
4791,1549,0,11,5979667204791664,02/2020,983,YES,2,$24954,02/2020,2020,No
4792,1549,1,12,5919565574478949,10/2024,306,YES,1,$24638,06/2010,2010,No
4793,1550,0,20,4824475251141291,01/2024,450,YES,2,$3400,01/2020,2020,No
4794,1551,0,17,5640392134523713,05/2021,10,YES,2,$79,12/2006,2020,No
4795,1551,1,24,4456924264973452,03/2024,483,YES,2,$10099,06/2009,2013,No
4796,1551,2,25,4441378583955445,12/2022,568,YES,2,$15018,02/2011,2011,No
4797,1552,0,11,5266773834736915,10/2021,593,YES,2,$31292,12/2015,2015,No
4798,1553,0,24,4105075889994254,06/2024,789,YES,2,$25639,11/2010,2010,No
4799,1554,0,24,4431266757000306,09/2024,45,YES,1,$21955,01/2020,2020,No
4800,1554,1,25,4005162842417313,03/2020,501,YES,1,$16319,01/2020,2020,No
4801,1554,2,11,5444994064603121,01/2021,632,YES,2,$14679,01/2020,2020,No
4802,1555,0,20,4495571717001479,09/2023,778,YES,2,$10200,07/2016,2016,No
4803,1556,0,11,5756191460540395,07/2022,627,YES,2,$8653,02/2020,2020,No
4804,1557,0,20,4982389408699603,08/2021,536,YES,2,$9100,09/2008,2008,No
4805,1557,1,21,4719950506919432,06/2021,185,YES,2,$4100,02/2020,2020,No
4806,1557,2,7,5855208922240897,11/2022,32,NO,2,$10200,01/2020,2020,No
4807,1557,3,11,5651004451380046,04/2022,421,YES,2,$12736,02/2009,2014,No
4808,1558,0,11,5733757937326201,12/2023,487,YES,1,$12930,08/2008,2008,No
4809,1558,1,12,5898229848182386,04/2024,150,YES,1,$12457,07/2015,2015,No
4810,1558,2,29,4591853850857691,10/2020,593,YES,1,$145,03/2015,2015,No
4811,1558,3,5,6932038043726914,03/2020,285,YES,1,$8600,11/2000,2014,No
4812,1558,4,13,5948622774414299,03/2016,985,NO,2,$14098,12/2006,2009,No
4813,1559,0,20,4031363218390318,07/2021,632,YES,1,$8400,02/2020,2020,No
4814,1560,0,11,5442707945484989,11/2021,434,YES,1,$16679,06/2012,2012,No
4815,1560,1,24,4949443440587519,07/2018,240,YES,1,$13030,03/2011,2011,No
4816,1560,2,25,4975809545606409,07/2020,799,YES,2,$14611,06/2008,2008,No
4817,1560,3,12,5777389371749147,07/2024,168,YES,2,$11740,02/2020,2020,No
4818,1561,0,11,5320405483471856,05/2021,18,YES,2,$15927,02/2020,2020,No
4819,1562,0,11,5290798363835308,10/2024,487,YES,1,$14178,08/1995,2010,No
4820,1562,1,5,6337572896253921,08/2014,827,YES,1,$5900,06/2001,2016,No
4821,1562,2,12,5502821682729694,07/2021,883,YES,2,$13955,07/2007,2008,No
4822,1563,0,20,4564555970607146,07/2022,200,YES,1,$15600,02/2006,2011,No
4823,1563,1,17,5659072921204165,11/2023,602,YES,2,$10,01/2005,2011,No
4824,1563,2,11,5833433820016742,02/2024,624,NO,3,$19263,01/2007,2011,No
4825,1564,0,11,5247649544056704,09/2021,162,YES,1,$38814,10/2016,2016,No
4826,1564,1,12,5073215069137256,12/2024,541,YES,1,$15297,09/2013,2013,No
4827,1564,2,17,5591003097918979,05/2023,390,YES,2,$62,07/2002,2011,No
4828,1565,0,17,5031314717836444,01/2023,860,YES,2,$51,06/2006,2006,No
4829,1566,0,11,5192728051393602,06/2024,461,YES,1,$13201,06/2014,2014,No
4830,1566,1,24,4846690288981542,03/2015,677,YES,1,$12353,05/2013,2013,No
4831,1566,2,25,4981608124910367,02/2024,782,YES,1,$18223,06/2012,2012,No
4832,1566,3,26,4284692836848156,02/2020,396,YES,1,$18757,03/2018,2018,No
4833,1567,0,11,5047012325844667,09/2024,300,YES,1,$5966,01/2000,2020,No
4834,1567,1,7,5961782216187026,11/2024,810,YES,1,$7600,08/2010,2010,No
4835,1567,2,12,5898436387057618,10/2022,793,YES,1,$17832,10/2013,2013,No
4836,1567,3,24,4200226929304953,01/2022,587,YES,1,$17536,06/2006,2007,No
4837,1567,4,25,4499077671227490,02/2021,551,NO,1,$30393,08/2013,2013,No
4838,1568,0,20,4345940645469625,08/2007,391,YES,1,$3100,03/2007,2008,No
4839,1569,0,20,4554286438711298,02/2020,7,YES,2,$8700,01/2020,2020,No
4840,1570,0,7,5684630456479793,05/2020,396,YES,1,$6200,08/2005,2010,No
4841,1570,1,20,4243291135739492,09/2024,603,YES,1,$7400,10/2007,2019,No
4842,1571,0,11,5582577330932323,01/2024,605,YES,2,$14801,08/2018,2018,No
4843,1571,1,20,4174613161615032,10/2024,977,YES,2,$11000,05/2005,2020,No
4844,1571,2,1,350118327144025,05/2020,754,YES,2,$9900,08/2019,2019,No
4845,1571,3,24,4056761456617104,06/2023,343,YES,2,$15773,01/2018,2018,No
4846,1571,4,25,4076578011196322,04/2024,992,YES,1,$18365,08/2007,2010,No
4847,1571,5,5,6451744848809895,10/2023,409,YES,1,$12300,01/2011,2011,No
4848,1572,0,24,4106850529116001,06/2020,205,YES,1,$15721,09/1999,2011,No
4849,1572,1,1,303084720106463,09/2023,130,YES,1,$7100,02/2007,2009,No
4850,1572,2,20,4970700220086771,08/2014,312,YES,2,$8000,06/2014,2014,No
4851,1572,3,7,5643346576345182,06/2020,64,YES,1,$7800,08/2001,2013,No
4852,1573,0,11,5016922849464007,12/2020,869,YES,1,$25429,01/2011,2011,No
4853,1573,1,12,5618794869367731,02/2021,271,YES,1,$16925,01/2016,2016,No
4854,1573,2,24,4084042364575576,06/2023,24,YES,1,$19450,10/2013,2013,No
4855,1574,0,11,5694156503465821,10/2021,775,YES,2,$2264,02/2020,2020,No
4856,1574,1,24,4068545268912420,01/2020,884,YES,1,$15914,01/2020,2020,No
4857,1574,2,29,4273210469600813,02/2022,536,YES,1,$58,02/2020,2020,No
4858,1574,3,25,4210851216153734,05/2024,812,NO,1,$22944,01/2020,2020,No
4859,1575,0,11,5933813396302402,01/2023,824,NO,1,$21908,12/2009,2009,No
4860,1575,1,20,4549441380872550,03/2022,975,YES,2,$15700,07/2008,2011,No
4861,1575,2,21,4425499865708805,10/2024,933,YES,1,$0,01/2020,2020,No
4862,1575,3,22,4144495012148526,05/2024,73,YES,1,$14800,04/2000,2007,No
4863,1576,0,20,4597650893698249,02/2020,245,YES,2,$5700,03/2007,2010,No
4864,1576,1,7,5405403307724984,02/2020,44,YES,2,$9100,07/2008,2008,No
4865,1576,2,11,5536863303144346,05/2024,575,YES,2,$8993,08/2007,2010,No
4866,1576,3,5,6222030207999751,06/2023,688,YES,1,$8000,11/2006,2009,No
4867,1576,4,24,4910409648688381,02/2021,257,NO,2,$311,06/2001,2011,No
4868,1577,0,7,5988513060276966,11/2020,754,YES,2,$9700,01/2020,2020,No
4869,1577,1,11,5948144196319683,07/2021,785,YES,1,$23399,02/2020,2020,No
4870,1578,0,20,4419165641059150,11/2023,167,YES,1,$10300,01/2009,2013,No
4871,1578,1,11,5670044732419726,05/2024,368,NO,2,$12100,06/2010,2015,No
4872,1578,2,17,5490867691921019,10/2018,222,YES,2,$49,02/2007,2017,No
4873,1579,0,11,5225389722526534,09/2023,891,YES,2,$24772,08/2010,2010,No
4874,1579,1,20,4965321363827916,03/2021,413,YES,2,$15300,02/2020,2020,No
4875,1579,2,17,5497590243197280,07/2022,306,YES,2,$55,05/2008,2008,No
4876,1579,3,1,384780807062464,02/2020,476,YES,2,$11200,01/2020,2020,No
4877,1580,0,7,5098793947794736,07/2020,488,YES,2,$7800,01/2020,2020,No
